"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
2013,4,7,1900,1855,5,2311,2240,31,"VX",29,"N638VA","JFK","SFO",389,2586,18,55,2013-04-07 18:00:00
2013,4,7,1950,1950,0,5,2340,25,"B6",645,"N779JB","JFK","SFO",372,2586,19,50,2013-04-07 19:00:00
2013,4,8,553,600,-7,937,925,12,"UA",303,"N502UA","JFK","SFO",369,2586,6,0,2013-04-08 06:00:00
2013,4,8,1036,1035,1,1410,1408,2,"B6",641,"N612JB","JFK","SFO",363,2586,10,35,2013-04-08 10:00:00
2013,4,8,2049,1800,169,16,2140,156,"AA",177,"N329AA","JFK","SFO",357,2586,18,0,2013-04-08 18:00:00
2013,4,10,927,930,-3,1258,1255,3,"AA",179,"N324AA","JFK","SFO",357,2586,9,30,2013-04-10 09:00:00
2013,4,10,1002,800,122,1327,1135,112,"AA",59,"N319AA","JFK","SFO",358,2586,8,0,2013-04-10 08:00:00
2013,4,10,1010,1003,7,1330,1322,8,"UA",405,"N505UA","JFK","SFO",357,2586,10,3,2013-04-10 10:00:00
2013,4,10,1535,1530,5,2010,1905,65,"AA",85,"N365AA","JFK","SFO",393,2586,15,30,2013-04-10 15:00:00
2013,4,10,1550,1530,20,1947,1922,25,"DL",1322,"N721TW","JFK","SFO",337,2586,15,30,2013-04-10 15:00:00
2013,4,10,1658,1700,-2,2125,2050,35,"DL",31,"N713TW","JFK","SFO",368,2586,17,0,2013-04-10 17:00:00
2013,4,10,1756,1800,-4,2320,2140,100,"AA",177,"N329AA","JFK","SFO",364,2586,18,0,2013-04-10 18:00:00
2013,4,10,1822,1700,82,2322,2030,172,"UA",512,"N557UA","JFK","SFO",343,2586,17,0,2013-04-10 17:00:00
2013,4,10,1849,1831,18,2,2201,121,"UA",389,"N555UA","JFK","SFO",369,2586,18,31,2013-04-10 18:00:00
2013,4,10,1852,1855,-3,2350,2240,70,"VX",29,"N638VA","JFK","SFO",353,2586,18,55,2013-04-10 18:00:00
2013,4,10,1858,1900,-2,2,2256,66,"DL",1465,"N624AG","JFK","SFO",349,2586,19,0,2013-04-10 19:00:00
2013,4,10,2344,1950,234,300,2340,200,"B6",645,"N561JB","JFK","SFO",347,2586,19,50,2013-04-10 19:00:00
2013,4,11,859,731,88,1216,1110,66,"B6",643,"N637JB","JFK","SFO",353,2586,7,31,2013-04-11 07:00:00
2013,4,11,929,930,-1,1327,1255,32,"AA",179,"N327AA","JFK","SFO",356,2586,9,30,2013-04-11 09:00:00
2013,4,11,1029,1003,26,1326,1322,4,"UA",405,"N518UA","JFK","SFO",333,2586,10,3,2013-04-11 10:00:00
2013,4,11,1111,1030,41,1424,1410,14,"VX",23,"N835VA","JFK","SFO",348,2586,10,30,2013-04-11 10:00:00
2013,4,11,1557,1530,27,1912,1905,7,"AA",85,"N397AA","JFK","SFO",342,2586,15,30,2013-04-11 15:00:00
2013,4,12,701,613,48,958,935,23,"UA",303,"N560UA","JFK","SFO",324,2586,6,13,2013-04-12 06:00:00
2013,4,12,1006,1003,3,1328,1322,6,"UA",405,"N518UA","JFK","SFO",339,2586,10,3,2013-04-12 10:00:00
2013,4,12,1059,930,89,1405,1255,70,"AA",179,"N332AA","JFK","SFO",340,2586,9,30,2013-04-12 09:00:00
2013,4,12,1436,1436,0,1803,1755,8,"UA",595,"N525UA","JFK","SFO",345,2586,14,36,2013-04-12 14:00:00
2013,4,12,1533,1530,3,1910,1905,5,"AA",85,"N360AA","JFK","SFO",344,2586,15,30,2013-04-12 15:00:00
2013,4,12,1643,1630,13,2020,2015,5,"VX",27,"N634VA","JFK","SFO",356,2586,16,30,2013-04-12 16:00:00
2013,4,12,1826,1800,26,2151,2140,11,"AA",177,"N338AA","JFK","SFO",353,2586,18,0,2013-04-12 18:00:00
2013,4,12,1836,1700,96,2230,2030,120,"UA",512,"N596UA","JFK","SFO",339,2586,17,0,2013-04-12 17:00:00
2013,4,12,2044,1835,129,2344,2205,99,"UA",389,"N560UA","JFK","SFO",333,2586,18,35,2013-04-12 18:00:00
2013,4,13,602,612,-10,944,935,9,"UA",303,"N518UA","JFK","SFO",370,2586,6,12,2013-04-13 06:00:00
2013,4,13,1008,930,38,1348,1255,53,"AA",179,"N327AA","JFK","SFO",372,2586,9,30,2013-04-13 09:00:00
2013,4,13,1155,1200,-5,1525,1519,6,"UA",642,"N512UA","JFK","SFO",370,2586,12,0,2013-04-13 12:00:00
2013,4,13,1430,1436,-6,1758,1755,3,"UA",364,"N525UA","JFK","SFO",354,2586,14,36,2013-04-13 14:00:00
2013,4,13,1522,1530,-8,1924,1905,19,"AA",85,"N399AA","JFK","SFO",363,2586,15,30,2013-04-13 15:00:00
2013,4,13,1721,1700,21,2100,2046,14,"DL",31,"N705TW","JFK","SFO",361,2586,17,0,2013-04-13 17:00:00
2013,4,13,1729,1630,59,2121,2015,66,"VX",27,"N630VA","JFK","SFO",389,2586,16,30,2013-04-13 16:00:00
2013,4,13,1831,1750,41,2224,2120,64,"UA",512,"N596UA","JFK","SFO",360,2586,17,50,2013-04-13 17:00:00
2013,4,13,1846,1800,46,2202,2140,22,"AA",177,"N5EWAA","JFK","SFO",360,2586,18,0,2013-04-13 18:00:00
2013,4,13,1933,1915,18,2313,2309,4,"DL",1465,"N717TW","JFK","SFO",356,2586,19,15,2013-04-13 19:00:00
2013,4,13,2057,1950,67,17,2340,37,"B6",645,"N583JB","JFK","SFO",359,2586,19,50,2013-04-13 19:00:00
2013,4,14,607,610,-3,1013,932,41,"UA",303,"N518UA","JFK","SFO",395,2586,6,10,2013-04-14 06:00:00
2013,4,14,731,731,0,1115,1110,5,"B6",643,"N524JB","JFK","SFO",378,2586,7,31,2013-04-14 07:00:00
2013,4,14,805,800,5,1144,1135,9,"AA",59,"N5DLAA","JFK","SFO",372,2586,8,0,2013-04-14 08:00:00
2013,4,14,817,825,-8,1153,1152,1,"UA",397,"N557UA","JFK","SFO",369,2586,8,25,2013-04-14 08:00:00
2013,4,14,1056,930,86,1438,1255,103,"AA",179,"N336AA","JFK","SFO",379,2586,9,30,2013-04-14 09:00:00
2013,4,14,1140,1000,100,1513,1334,99,"DL",1765,"N710TW","JFK","SFO",352,2586,10,0,2013-04-14 10:00:00
2013,4,14,1156,1035,81,1605,1408,117,"B6",641,"N658JB","JFK","SFO",390,2586,10,35,2013-04-14 10:00:00
2013,4,14,1204,1201,3,1544,1520,24,"UA",642,"N512UA","JFK","SFO",379,2586,12,1,2013-04-14 12:00:00
2013,4,14,1205,1030,95,1609,1410,119,"VX",23,"N842VA","JFK","SFO",388,2586,10,30,2013-04-14 10:00:00
2013,4,14,1428,1435,-7,1814,1754,20,"UA",560,"N502UA","JFK","SFO",370,2586,14,35,2013-04-14 14:00:00
2013,4,14,1557,1530,27,1940,1922,18,"DL",1322,"N717TW","JFK","SFO",362,2586,15,30,2013-04-14 15:00:00
2013,4,14,1811,1705,66,2250,2037,133,"UA",512,"N525UA","JFK","SFO",353,2586,17,5,2013-04-14 17:00:00
2013,4,14,1829,1530,179,2201,1905,176,"AA",85,"N382AA","JFK","SFO",364,2586,15,30,2013-04-14 15:00:00
2013,4,14,1842,1700,102,2226,2050,96,"DL",31,"N624AG","JFK","SFO",378,2586,17,0,2013-04-14 17:00:00
2013,4,14,1946,1630,196,2336,2015,201,"VX",27,"N854VA","JFK","SFO",388,2586,16,30,2013-04-14 16:00:00
2013,4,14,2026,1830,116,41,2202,159,"UA",389,"N555UA","JFK","SFO",373,2586,18,30,2013-04-14 18:00:00
2013,4,14,2052,1900,112,36,2256,100,"DL",1465,"N705TW","JFK","SFO",377,2586,19,0,2013-04-14 19:00:00
2013,4,14,2153,1800,233,134,2140,234,"AA",177,"N332AA","JFK","SFO",368,2586,18,0,2013-04-14 18:00:00
2013,4,14,2235,1950,165,213,2340,153,"B6",645,"N615JB","JFK","SFO",358,2586,19,50,2013-04-14 19:00:00
2013,4,14,2257,1855,242,223,2240,223,"VX",29,"N638VA","JFK","SFO",365,2586,18,55,2013-04-14 18:00:00
2013,4,15,655,700,-5,1052,1044,8,"DL",1865,"N709TW","JFK","SFO",375,2586,7,0,2013-04-15 07:00:00
2013,4,15,755,800,-5,1140,1135,5,"AA",59,"N642AA","JFK","SFO",381,2586,8,0,2013-04-15 08:00:00
2013,4,15,926,930,-4,1259,1255,4,"AA",179,"N323AA","JFK","SFO",372,2586,9,30,2013-04-15 09:00:00
2013,4,15,954,1000,-6,1336,1334,2,"DL",1765,"N706TW","JFK","SFO",369,2586,10,0,2013-04-15 10:00:00
2013,4,15,958,1003,-5,1323,1322,1,"UA",405,"N518UA","JFK","SFO",358,2586,10,3,2013-04-15 10:00:00
2013,4,15,1037,1030,7,1422,1410,12,"VX",23,"N843VA","JFK","SFO",380,2586,10,30,2013-04-15 10:00:00
2013,4,15,1526,1530,-4,1919,1905,14,"AA",85,"N362AA","JFK","SFO",385,2586,15,30,2013-04-15 15:00:00
2013,4,15,1624,1436,108,2009,1755,134,"UA",595,"N525UA","JFK","SFO",373,2586,14,36,2013-04-15 14:00:00
2013,4,15,1630,1630,0,2016,2015,1,"VX",27,"N626VA","JFK","SFO",383,2586,16,30,2013-04-15 16:00:00
2013,4,15,1801,1800,1,2157,2140,17,"AA",177,"N329AA","JFK","SFO",389,2586,18,0,2013-04-15 18:00:00
2013,4,15,1818,1700,78,2200,2030,90,"UA",512,"N555UA","JFK","SFO",377,2586,17,0,2013-04-15 17:00:00
2013,4,15,1834,1835,-1,2212,2205,7,"UA",389,"N560UA","JFK","SFO",376,2586,18,35,2013-04-15 18:00:00
2013,4,16,610,613,-3,938,935,3,"UA",303,"N505UA","JFK","SFO",369,2586,6,13,2013-04-16 06:00:00
2013,4,16,921,930,-9,1341,1255,46,"AA",179,"N329AA","JFK","SFO",370,2586,9,30,2013-04-16 09:00:00
2013,4,16,959,1003,-4,1331,1322,9,"UA",405,"N502UA","JFK","SFO",371,2586,10,3,2013-04-16 10:00:00
2013,4,16,1730,1530,120,2055,1905,110,"AA",85,"N359AA","JFK","SFO",359,2586,15,30,2013-04-16 15:00:00
2013,4,16,1840,1800,40,2215,2140,35,"AA",177,"N319AA","JFK","SFO",362,2586,18,0,2013-04-16 18:00:00
2013,4,17,605,613,-8,946,935,11,"UA",303,"N508UA","JFK","SFO",380,2586,6,13,2013-04-17 06:00:00
2013,4,17,818,825,-7,1155,1152,3,"UA",397,"N560UA","JFK","SFO",362,2586,8,25,2013-04-17 08:00:00
2013,4,17,1000,1003,-3,1342,1322,20,"UA",405,"N510UA","JFK","SFO",367,2586,10,3,2013-04-17 10:00:00
2013,4,17,1126,930,116,1434,1255,99,"AA",179,"N319AA","JFK","SFO",343,2586,9,30,2013-04-17 09:00:00
2013,4,17,1532,1530,2,1916,1905,11,"AA",85,"N391AA","JFK","SFO",362,2586,15,30,2013-04-17 15:00:00
2013,4,17,1534,1530,4,1928,1922,6,"DL",1322,"N721TW","JFK","SFO",370,2586,15,30,2013-04-17 15:00:00
2013,4,17,1540,1436,64,1912,1755,77,"UA",257,"N512UA","JFK","SFO",352,2586,14,36,2013-04-17 14:00:00
2013,4,17,1638,1630,8,2020,2015,5,"VX",27,"N633VA","JFK","SFO",370,2586,16,30,2013-04-17 16:00:00
2013,4,17,1832,1835,-3,2222,2205,17,"UA",389,"N518UA","JFK","SFO",360,2586,18,35,2013-04-17 18:00:00
2013,4,17,2119,1900,139,32,2256,96,"DL",1465,"N624AG","JFK","SFO",343,2586,19,0,2013-04-17 19:00:00
2013,4,18,608,613,-5,948,935,13,"UA",303,"N560UA","JFK","SFO",365,2586,6,13,2013-04-18 06:00:00
2013,4,18,725,731,-6,1122,1110,12,"B6",643,"N606JB","JFK","SFO",372,2586,7,31,2013-04-18 07:00:00
2013,4,18,757,800,-3,1158,1135,23,"AA",59,"N323AA","JFK","SFO",385,2586,8,0,2013-04-18 08:00:00
2013,4,18,823,700,83,1223,1044,99,"DL",1865,"N713TW","JFK","SFO",350,2586,7,0,2013-04-18 07:00:00
2013,4,18,836,825,11,1342,1152,110,"UA",397,"N502UA","JFK","SFO",368,2586,8,25,2013-04-18 08:00:00
2013,4,18,920,730,110,1346,1110,156,"VX",11,"N842VA","JFK","SFO",356,2586,7,30,2013-04-18 07:00:00
2013,4,18,925,930,-5,1409,1255,74,"AA",179,"N335AA","JFK","SFO",370,2586,9,30,2013-04-18 09:00:00
2013,4,18,1000,1000,0,1421,1334,47,"DL",1765,"N707TW","JFK","SFO",358,2586,10,0,2013-04-18 10:00:00
2013,4,18,1009,1003,6,1432,1322,70,"UA",405,"N510UA","JFK","SFO",368,2586,10,3,2013-04-18 10:00:00
2013,4,18,1103,1030,33,1434,1410,24,"VX",23,"N846VA","JFK","SFO",355,2586,10,30,2013-04-18 10:00:00
2013,4,18,1142,1035,67,1506,1408,58,"B6",641,"N706JB","JFK","SFO",363,2586,10,35,2013-04-18 10:00:00
2013,4,18,1606,1200,246,1915,1525,230,"UA",580,"N512UA","JFK","SFO",335,2586,12,0,2013-04-18 12:00:00
2013,4,18,1701,1630,31,2051,2015,36,"VX",27,"N639VA","JFK","SFO",365,2586,16,30,2013-04-18 16:00:00
2013,4,18,1725,1700,25,2108,2030,38,"UA",512,"N518UA","JFK","SFO",356,2586,17,0,2013-04-18 17:00:00
2013,4,18,1820,1800,20,2158,2140,18,"AA",177,"N327AA","JFK","SFO",354,2586,18,0,2013-04-18 18:00:00
2013,4,19,1002,1003,-1,1332,1322,10,"UA",405,"N596UA","JFK","SFO",344,2586,10,3,2013-04-19 10:00:00
2013,4,19,1528,1530,-2,1928,1905,23,"AA",85,"N390AA","JFK","SFO",356,2586,15,30,2013-04-19 15:00:00
2013,4,19,1528,1530,-2,1924,1922,2,"DL",1322,"N722TW","JFK","SFO",347,2586,15,30,2013-04-19 15:00:00
2013,4,19,1646,1630,16,2043,2015,28,"VX",27,"N626VA","JFK","SFO",359,2586,16,30,2013-04-19 16:00:00
2013,4,19,1654,1700,-6,2043,2030,13,"UA",512,"N512UA","JFK","SFO",350,2586,17,0,2013-04-19 17:00:00
2013,4,19,1900,1800,60,2233,2140,53,"AA",177,"N332AA","JFK","SFO",368,2586,18,0,2013-04-19 18:00:00
2013,4,19,2031,1855,96,47,2240,127,"VX",29,"N842VA","JFK","SFO",376,2586,18,55,2013-04-19 18:00:00
2013,4,19,2126,1950,96,128,2340,108,"B6",645,"N636JB","JFK","SFO",350,2586,19,50,2013-04-19 19:00:00
2013,4,20,612,612,0,936,935,1,"UA",303,"N596UA","JFK","SFO",350,2586,6,12,2013-04-20 06:00:00
2013,4,20,800,800,0,1146,1135,11,"AA",59,"N320AA","JFK","SFO",362,2586,8,0,2013-04-20 08:00:00
2013,4,20,924,930,-6,1308,1255,13,"AA",179,"N328AA","JFK","SFO",363,2586,9,30,2013-04-20 09:00:00
2013,4,20,1624,1630,-6,2019,2015,4,"VX",27,"N639VA","JFK","SFO",357,2586,16,30,2013-04-20 16:00:00
2013,4,20,1744,1750,-6,2122,2120,2,"UA",512,"N557UA","JFK","SFO",355,2586,17,50,2013-04-20 17:00:00
2013,4,21,605,610,-5,946,932,14,"UA",303,"N505UA","JFK","SFO",369,2586,6,10,2013-04-21 06:00:00
2013,4,21,739,730,9,1128,1110,18,"VX",11,"N835VA","JFK","SFO",357,2586,7,30,2013-04-21 07:00:00
2013,4,21,752,731,21,1136,1110,26,"B6",643,"N793JB","JFK","SFO",358,2586,7,31,2013-04-21 07:00:00
2013,4,21,854,825,29,1244,1152,52,"UA",397,"N557UA","JFK","SFO",354,2586,8,25,2013-04-21 08:00:00
2013,4,21,856,800,56,1224,1135,49,"AA",59,"N327AA","JFK","SFO",349,2586,8,0,2013-04-21 08:00:00
2013,4,21,1001,1000,1,1342,1334,8,"DL",1765,"N705TW","JFK","SFO",351,2586,10,0,2013-04-21 10:00:00
2013,4,21,1026,930,56,1355,1255,60,"AA",179,"N338AA","JFK","SFO",357,2586,9,30,2013-04-21 09:00:00
2013,4,21,1117,1035,42,1450,1408,42,"B6",641,"N789JB","JFK","SFO",351,2586,10,35,2013-04-21 10:00:00
2013,4,21,1137,1030,67,1451,1410,41,"VX",23,"N845VA","JFK","SFO",357,2586,10,30,2013-04-21 10:00:00
2013,4,21,1156,1201,-5,1540,1520,20,"UA",642,"N596UA","JFK","SFO",365,2586,12,1,2013-04-21 12:00:00
2013,4,21,1529,1530,-1,1929,1922,7,"DL",1322,"N706TW","JFK","SFO",356,2586,15,30,2013-04-21 15:00:00
2013,4,21,1602,1530,32,1958,1905,53,"AA",85,"N373AA","JFK","SFO",353,2586,15,30,2013-04-21 15:00:00
2013,4,21,1659,1705,-6,2055,2037,18,"UA",512,"N502UA","JFK","SFO",360,2586,17,5,2013-04-21 17:00:00
2013,4,21,1725,1630,55,2101,2015,46,"VX",27,"N842VA","JFK","SFO",364,2586,16,30,2013-04-21 16:00:00
2013,4,21,1823,1830,-7,2213,2202,11,"UA",389,"N510UA","JFK","SFO",351,2586,18,30,2013-04-21 18:00:00
2013,4,21,1930,1900,30,2306,2256,10,"DL",1465,"N624AG","JFK","SFO",352,2586,19,0,2013-04-21 19:00:00
2013,4,21,2016,1855,81,2341,2240,61,"VX",29,"N622VA","JFK","SFO",355,2586,18,55,2013-04-21 18:00:00
2013,4,21,2026,1800,146,13,2140,153,"AA",177,"N5DTAA","JFK","SFO",355,2586,18,0,2013-04-21 18:00:00
2013,4,21,2040,1950,50,29,2340,49,"B6",645,"N805JB","JFK","SFO",350,2586,19,50,2013-04-21 19:00:00
2013,4,22,826,800,26,1154,1135,19,"AA",59,"N327AA","JFK","SFO",353,2586,8,0,2013-04-22 08:00:00
2013,4,22,1028,1035,-7,1409,1408,1,"B6",641,"N566JB","JFK","SFO",364,2586,10,35,2013-04-22 10:00:00
2013,4,22,1435,1436,-1,1756,1755,1,"UA",595,"N508UA","JFK","SFO",354,2586,14,36,2013-04-22 14:00:00
2013,4,22,1653,1630,23,2030,2015,15,"VX",27,"N842VA","JFK","SFO",370,2586,16,30,2013-04-22 16:00:00
2013,4,22,1712,1700,12,2034,2030,4,"UA",512,"N510UA","JFK","SFO",357,2586,17,0,2013-04-22 17:00:00
2013,4,22,1922,1835,47,2301,2205,56,"UA",389,"N560UA","JFK","SFO",359,2586,18,35,2013-04-22 18:00:00
2013,4,22,1932,1855,37,2314,2240,34,"VX",29,"N639VA","JFK","SFO",363,2586,18,55,2013-04-22 18:00:00
2013,4,22,2050,1950,60,25,2340,45,"B6",645,"N784JB","JFK","SFO",356,2586,19,50,2013-04-22 19:00:00
2013,4,23,608,613,-5,952,935,17,"UA",303,"N596UA","JFK","SFO",361,2586,6,13,2013-04-23 06:00:00
2013,4,23,801,731,30,1142,1110,32,"B6",643,"N821JB","JFK","SFO",366,2586,7,31,2013-04-23 07:00:00
2013,4,23,815,825,-10,1153,1152,1,"UA",397,"N573UA","JFK","SFO",362,2586,8,25,2013-04-23 08:00:00
2013,4,23,928,930,-2,1317,1255,22,"AA",179,"N327AA","JFK","SFO",362,2586,9,30,2013-04-23 09:00:00
2013,4,23,1005,1003,2,1329,1322,7,"UA",405,"N510UA","JFK","SFO",354,2586,10,3,2013-04-23 10:00:00
2013,4,23,1039,1030,9,1411,1410,1,"VX",23,"N853VA","JFK","SFO",370,2586,10,30,2013-04-23 10:00:00
2013,4,23,1157,1200,-3,1527,1525,2,"UA",642,"N518UA","JFK","SFO",359,2586,12,0,2013-04-23 12:00:00
2013,4,23,1429,1436,-7,1813,1755,18,"UA",560,"N557UA","JFK","SFO",358,2586,14,36,2013-04-23 14:00:00
2013,4,23,1525,1530,-5,1915,1905,10,"AA",85,"N373AA","JFK","SFO",364,2586,15,30,2013-04-23 15:00:00
2013,4,23,2119,1950,89,59,2340,79,"B6",645,"N796JB","JFK","SFO",364,2586,19,50,2013-04-23 19:00:00
2013,4,24,609,613,-4,953,935,18,"UA",303,"N557UA","JFK","SFO",375,2586,6,13,2013-04-24 06:00:00
2013,4,24,727,731,-4,1113,1110,3,"B6",643,"N779JB","JFK","SFO",359,2586,7,31,2013-04-24 07:00:00
2013,4,24,818,800,18,1140,1135,5,"AA",59,"N328AA","JFK","SFO",358,2586,8,0,2013-04-24 08:00:00
2013,4,24,1553,1530,23,1934,1905,29,"AA",85,"N399AA","JFK","SFO",352,2586,15,30,2013-04-24 15:00:00
2013,4,24,1629,1630,-1,2046,2015,31,"VX",27,"N848VA","JFK","SFO",359,2586,16,30,2013-04-24 16:00:00
2013,4,24,1653,1700,-7,2155,2050,65,"DL",31,"N713TW","JFK","SFO",349,2586,17,0,2013-04-24 17:00:00
2013,4,24,1716,1700,16,2201,2030,91,"UA",512,"N560UA","JFK","SFO",368,2586,17,0,2013-04-24 17:00:00
2013,4,24,1835,1835,0,2232,2205,27,"UA",389,"N596UA","JFK","SFO",336,2586,18,35,2013-04-24 18:00:00
2013,4,24,1849,1800,49,2256,2140,76,"AA",177,"N329AA","JFK","SFO",356,2586,18,0,2013-04-24 18:00:00
2013,4,24,1855,1900,-5,2317,2256,21,"DL",1465,"N722TW","JFK","SFO",349,2586,19,0,2013-04-24 19:00:00
2013,4,24,1936,1855,41,2357,2240,77,"VX",29,"N634VA","JFK","SFO",363,2586,18,55,2013-04-24 18:00:00
2013,4,24,2120,1950,90,139,2340,119,"B6",645,"N535JB","JFK","SFO",349,2586,19,50,2013-04-24 19:00:00
2013,4,25,733,731,2,1125,1110,15,"B6",643,"N598JB","JFK","SFO",372,2586,7,31,2013-04-25 07:00:00
2013,4,25,800,800,0,1150,1135,15,"AA",59,"N338AA","JFK","SFO",363,2586,8,0,2013-04-25 08:00:00
2013,4,25,930,930,0,1332,1255,37,"AA",179,"N319AA","JFK","SFO",366,2586,9,30,2013-04-25 09:00:00
2013,4,25,953,1003,-10,1341,1322,19,"UA",405,"N505UA","JFK","SFO",349,2586,10,3,2013-04-25 10:00:00
2013,4,25,954,1000,-6,1335,1334,1,"DL",1765,"N707TW","JFK","SFO",350,2586,10,0,2013-04-25 10:00:00
2013,4,25,1028,1035,-7,1411,1408,3,"B6",641,"N507JB","JFK","SFO",361,2586,10,35,2013-04-25 10:00:00
2013,4,25,1040,1030,10,1416,1410,6,"VX",23,"N853VA","JFK","SFO",361,2586,10,30,2013-04-25 10:00:00
2013,4,25,1355,1200,115,1707,1525,102,"UA",580,"N557UA","JFK","SFO",353,2586,12,0,2013-04-25 12:00:00
2013,4,25,1528,1530,-2,1906,1905,1,"AA",85,"N351AA","JFK","SFO",354,2586,15,30,2013-04-25 15:00:00
2013,4,25,1711,1630,41,2104,2015,49,"VX",27,"N852VA","JFK","SFO",355,2586,16,30,2013-04-25 16:00:00
2013,4,25,1730,1700,30,2100,2030,30,"UA",512,"N596UA","JFK","SFO",347,2586,17,0,2013-04-25 17:00:00
2013,4,25,1842,1835,7,2236,2205,31,"UA",389,"N555UA","JFK","SFO",360,2586,18,35,2013-04-25 18:00:00
2013,4,25,1856,1855,1,2248,2240,8,"VX",29,"N642VA","JFK","SFO",361,2586,18,55,2013-04-25 18:00:00
2013,4,25,2039,1950,49,5,2340,25,"B6",645,"N585JB","JFK","SFO",352,2586,19,50,2013-04-25 19:00:00
2013,4,26,1530,1530,0,1931,1922,9,"DL",1322,"N706TW","JFK","SFO",351,2586,15,30,2013-04-26 15:00:00
2013,4,26,1605,1530,35,1923,1905,18,"AA",85,"N359AA","JFK","SFO",333,2586,15,30,2013-04-26 15:00:00
2013,4,26,2116,1950,86,18,2340,38,"B6",645,"N506JB","JFK","SFO",330,2586,19,50,2013-04-26 19:00:00
2013,4,27,1853,1750,63,2206,2120,46,"UA",512,"N505UA","JFK","SFO",347,2586,17,50,2013-04-27 17:00:00
2013,4,28,1018,930,48,1321,1255,26,"AA",179,"N319AA","JFK","SFO",338,2586,9,30,2013-04-28 09:00:00
2013,4,28,1118,1000,78,1446,1334,72,"DL",1765,"N713TW","JFK","SFO",349,2586,10,0,2013-04-28 10:00:00
2013,4,28,1119,1035,44,1443,1408,35,"B6",641,"N784JB","JFK","SFO",331,2586,10,35,2013-04-28 10:00:00
2013,4,28,1243,1030,133,1550,1410,100,"VX",23,"N838VA","JFK","SFO",340,2586,10,30,2013-04-28 10:00:00
2013,4,28,1429,1435,-6,1812,1754,18,"UA",560,"N596UA","JFK","SFO",336,2586,14,35,2013-04-28 14:00:00
2013,4,28,1623,1530,53,1926,1905,21,"AA",85,"N353AA","JFK","SFO",341,2586,15,30,2013-04-28 15:00:00
2013,4,28,1643,1530,73,2011,1922,49,"DL",1322,"N705TW","JFK","SFO",331,2586,15,30,2013-04-28 15:00:00
2013,4,28,1757,1630,87,2107,2015,52,"VX",27,"N852VA","JFK","SFO",337,2586,16,30,2013-04-28 16:00:00
2013,4,28,1825,1700,85,2154,2050,64,"DL",31,"N718TW","JFK","SFO",340,2586,17,0,2013-04-28 17:00:00
2013,4,28,1912,1800,72,2225,2140,45,"AA",177,"N320AA","JFK","SFO",339,2586,18,0,2013-04-28 18:00:00
2013,4,28,1918,1830,48,2310,2202,68,"UA",389,"N557UA","JFK","SFO",333,2586,18,30,2013-04-28 18:00:00
2013,4,28,1935,1855,40,2253,2240,13,"VX",29,"N628VA","JFK","SFO",340,2586,18,55,2013-04-28 18:00:00
2013,4,28,1947,1900,47,2349,2256,53,"DL",1465,"N723TW","JFK","SFO",345,2586,19,0,2013-04-28 19:00:00
2013,4,28,2101,1950,71,20,2340,40,"B6",645,"N775JB","JFK","SFO",342,2586,19,50,2013-04-28 19:00:00
2013,4,30,959,930,29,1311,1255,16,"AA",179,"N327AA","JFK","SFO",340,2586,9,30,2013-04-30 09:00:00
2013,4,30,1001,1003,-2,1325,1322,3,"UA",405,"N502UA","JFK","SFO",342,2586,10,3,2013-04-30 10:00:00
2013,4,30,1052,1035,17,1409,1408,1,"B6",641,"N658JB","JFK","SFO",341,2586,10,35,2013-04-30 10:00:00
2013,4,30,1910,1835,35,2222,2205,17,"UA",389,"N518UA","JFK","SFO",333,2586,18,35,2013-04-30 18:00:00
2013,5,3,1911,1709,122,2224,2039,105,"UA",512,"N508UA","JFK","SFO",322,2586,17,9,2013-05-03 17:00:00
2013,5,4,1939,1850,49,2237,2225,12,"VX",29,"N642VA","JFK","SFO",317,2586,18,50,2013-05-04 18:00:00
2013,5,5,1225,1200,25,1547,1519,28,"UA",257,"N557UA","JFK","SFO",319,2586,12,0,2013-05-05 12:00:00
2013,5,5,1306,1045,141,1623,1420,123,"VX",23,"N640VA","JFK","SFO",347,2586,10,45,2013-05-05 10:00:00
2013,5,5,1632,1530,62,2024,1905,79,"AA",85,"N345AA","JFK","SFO",329,2586,15,30,2013-05-05 15:00:00
2013,5,5,1728,1710,18,2044,2040,4,"UA",512,"N518UA","JFK","SFO",325,2586,17,10,2013-05-05 17:00:00
2013,5,5,1825,1630,115,2136,2010,86,"VX",27,"N842VA","JFK","SFO",326,2586,16,30,2013-05-05 16:00:00
2013,5,5,1842,1732,70,2209,2114,55,"B6",647,"N641JB","JFK","SFO",334,2586,17,32,2013-05-05 17:00:00
2013,5,5,1844,1830,14,2218,2200,18,"UA",389,"N508UA","JFK","SFO",338,2586,18,30,2013-05-05 18:00:00
2013,5,5,2037,1850,107,2350,2225,85,"VX",29,"N639VA","JFK","SFO",332,2586,18,50,2013-05-05 18:00:00
2013,5,6,2034,1800,154,2314,2140,94,"AA",177,"N339AA","JFK","SFO",317,2586,18,0,2013-05-06 18:00:00
2013,5,8,902,906,-4,1242,1239,3,"B6",641,"N641JB","JFK","SFO",331,2586,9,6,2013-05-08 09:00:00
